"ID","state","zipcode","census_tract_id","census_tract_name"
"50","AK","99736","02188000100","Census Tract 1"
"51","AK","99925","02198000200","Census Tract 2"
"52","AK","99922","02198000100","Census Tract 1"
"53","AK","99732","02240000100","Census Tract 1"
"54","AK","99566","02261000100","Census Tract 1"
"55","AK","99730","02290000100","Census Tract 1"
"56","AK","99665","02290000400","Census Tract 4"
"57","AK","99553","02013000100","Census Tract 1"
"58","AK","99661","02013000100","Census Tract 1"
"59","AK","99546","02016000100","Census Tract 1"
"60","AK","99681","02050000100","Census Tract 1"
"61","AK","99552","02050000100","Census Tract 1"
"62","AK","99655","02050000100","Census Tract 1"
"63","AK","99712","02090001900","Census Tract 19"
"64","AK","99825","02105000300","Census Tract 3"
"65","AK","99829","02105000300","Census Tract 3"
"66","AK","99841","02105000300","Census Tract 3"
"67","AK","99568","02122000700","Census Tract 7"
"68","AK","99603","02122001200","Census Tract 12"
"69","AK","99549","02164000100","Census Tract 1"
"70","AK","99688","02170000402","Census Tract 4.02"
"71","AK","99652","02170000501","Census Tract 5.01"
"72","AK","99659","02180000100","Census Tract 1"
"73","AK","99723","02185000100","Census Tract 1"
"74","AK","99759","02185000200","Census Tract 2"
"75","AK","99750","02188000100","Census Tract 1"
"76","AK","99926","02198940100","Census Tract 9401"
"77","AK","99927","02198000100","Census Tract 1"
"78","AK","99764","02240000100","Census Tract 1"
"79","AK","99776","02240000100","Census Tract 1"
"80","AK","99573","02261000100","Census Tract 1"
"81","AK","99586","02261000100","Census Tract 1"
"82","AK","99585","02270000100","Census Tract 1"
"83","AK","99658","02270000100","Census Tract 1"
"84","AK","99650","02270000100","Census Tract 1"
"85","AK","99581","02270000100","Census Tract 1"
"86","AK","99781","02290000100","Census Tract 1"
"87","AK","99720","02290000300","Census Tract 3"
"88","AK","99765","02290000300","Census Tract 3"
"89","AK","99692","02016000200","Census Tract 2"
"90","AK","99547","02016000100","Census Tract 1"
"91","AK","99517","02020002202","Census Tract 22.02"
"92","AK","99559","02050000100","Census Tract 1"
"93","AK","99614","02050000100","Census Tract 1"
"94","AK","99744","02068000100","Census Tract 1"
"95","AK","99729","02170000101","Census Tract 1.01"
"96","AK","99705","02090001500","Census Tract 15"
"97","AK","99827","02100000100","Census Tract 1"
"98","AK","99801","02110000500","Census Tract 5"
"99","AK","99610","02122000400","Census Tract 4"
"100","AK","99647","02164000100","Census Tract 1"
"101","AK","99648","02164000100","Census Tract 1"
"102","AK","99653","02164000100","Census Tract 1"
"103","AK","99649","02164000100","Census Tract 1"
"104","AK","99695","02164000100","Census Tract 1"
"105","AK","99654","02170000501","Census Tract 5.01"
"106","AK","99684","02180000100","Census Tract 1"
"107","AK","99762","02180000100","Census Tract 1"
"108","AK","99784","02180000100","Census Tract 1"
"109","AK","99742","02180000100","Census Tract 1"
"110","AK","99747","02185000200","Census Tract 2"
"111","AK","99770","02188000100","Census Tract 1"
"112","AK","99763","02188000100","Census Tract 1"
"113","AK","99921","02198000100","Census Tract 1"
"114","AK","99835","02220000100","Census Tract 1"
"115","AK","99737","02240000400","Census Tract 4"
"116","AK","99686","02261000300","Census Tract 3"
"117","AK","99929","02275000300","Census Tract 3"
"118","AK","99726","02290000200","Census Tract 2"
"119","AK","99757","02290000400","Census Tract 4"
"120","AK","99591","02016000100","Census Tract 1"
"121","AK","99508","02020001601","Census Tract 16.01"
"122","AK","99501","02020000600","Census Tract 6"
"123","AK","99578","02050000100","Census Tract 1"
"124","AK","99633","02060000100","Census Tract 1"
"125","AK","99701","02290000200","Census Tract 2"
"126","AK","99820","02105000300","Census Tract 3"
"127","AK","99824","02110000600","Census Tract 6"
"128","AK","99631","02122000300","Census Tract 3"
"129","AK","99639","02122000800","Census Tract 8"
"130","AK","99645","02170001300","Census Tract 13"
"131","AK","99772","02180000100","Census Tract 1"
"132","AK","99734","02185000300","Census Tract 3"
"133","AK","99786","02188000100","Census Tract 1"
"134","AK","99751","02188000100","Census Tract 1"
"135","AK","99833","02195000200","Census Tract 2"
"136","AK","99919","02198000100","Census Tract 1"
"137","AK","99923","02198000300","Census Tract 3"
"138","AK","99657","02270000100","Census Tract 1"
"139","AK","99554","02270000100","Census Tract 1"
"140","AK","99741","02290000300","Census Tract 3"
"141","AK","99627","02290000400","Census Tract 4"
"142","AK","99756","02290000200","Census Tract 2"
"143","AK","99724","02290000100","Census Tract 1"
"144","AK","99571","02013000100","Census Tract 1"
"145","AK","99612","02013000100","Census Tract 1"
"146","AK","99638","02016000100","Census Tract 1"
"147","AK","99577","02020000204","Census Tract 2.04"
"148","AK","99506","02020000400","Census Tract 4"
"149","AK","99504","02020001731","Census Tract 17.31"
"150","AK","99587","02020002900","Census Tract 29"
"151","AK","99621","02050000100","Census Tract 1"
"152","AK","99634","02050000100","Census Tract 1"
"153","AK","99622","02050000100","Census Tract 1"
"154","AK","99561","02050000100","Census Tract 1"
"155","AK","99628","02070000100","Census Tract 1"
"156","AK","99580","02070000100","Census Tract 1"
"157","AK","99605","02122000300","Census Tract 3"
"158","AK","99615","02150000100","Census Tract 1"
"159","AK","99625","02164000100","Census Tract 1"
"160","AK","99565","02164000100","Census Tract 1"
"161","AK","99693","02261000300","Census Tract 3"
"162","AK","99778","02180000100","Census Tract 1"
"163","AK","99721","02185000200","Census Tract 2"
"164","AK","99766","02185000200","Census Tract 2"
"165","AK","99510","02185000300","Census Tract 3"
"166","AK","99773","02188000100","Census Tract 1"
"167","AK","99836","02195000200","Census Tract 2"
"168","AK","99918","02198000100","Census Tract 1"
"169","AK","99738","02240000100","Census Tract 1"
"170","AK","99574","02261000200","Census Tract 2"
"171","AK","99666","02270000100","Census Tract 1"
"172","AK","99903","02275000300","Census Tract 3"
"173","AK","99777","02290000200","Census Tract 2"
"174","AK","99691","02290000400","Census Tract 4"
"175","AK","99745","02290000300","Census Tract 3"
"176","AK","99754","02290000300","Census Tract 3"
"177","AK","99583","02013000100","Census Tract 1"
"178","AK","99516","02020002823","Census Tract 28.23"
"179","AK","99626","02050000300","Census Tract 3"
"180","AK","99609","02050000100","Census Tract 1"
"181","AK","99551","02050000100","Census Tract 1"
"182","AK","99636","02070000100","Census Tract 1"
"183","AK","99709","02090001900","Census Tract 19"
"184","AK","99775","02090001300","Census Tract 13"
"185","AK","99826","02105000300","Census Tract 3"
"186","AK","99672","02122000200","Census Tract 2"
"187","AK","99901","02130000100","Census Tract 1"
"188","AK","99640","02164000100","Census Tract 1"
"189","AK","99564","02164000100","Census Tract 1"
"190","AK","99579","02164000100","Census Tract 1"
"191","AK","99674","02170000200","Census Tract 2"
"192","AK","99769","02180000100","Census Tract 1"
"193","AK","99753","02180000100","Census Tract 1"
"194","AK","99785","02180000100","Census Tract 1"
"195","AK","99519","02185000200","Census Tract 2"
"196","AK","99782","02185000200","Census Tract 2"
"197","AK","99780","02240000100","Census Tract 1"
"198","AK","99632","02270000100","Census Tract 1"
"199","AK","99662","02270000100","Census Tract 1"
"200","AK","99620","02270000100","Census Tract 1"
"201","AK","99590","02290000400","Census Tract 4"
"202","AK","99790","02290000200","Census Tract 2"
"203","AK","99758","02290000200","Census Tract 2"
"204","AK","99505","02020000300","Census Tract 3"
"205","AK","99518","02020002502","Census Tract 25.02"
"206","AK","99503","02050000300","Census Tract 3"
"207","AK","99515","02020002712","Census Tract 27.12"
"208","AK","99641","02050000100","Census Tract 1"
"209","AK","99630","02050000100","Census Tract 1"
"210","AK","99690","02050000100","Census Tract 1"
"211","AK","99589","02050000100","Census Tract 1"
"212","AK","99651","02050000100","Census Tract 1"
"213","AK","99670","02060000100","Census Tract 1"
"214","AK","99743","02068000100","Census Tract 1"
"215","AK","99755","02068000100","Census Tract 1"
"216","AK","99678","02070000100","Census Tract 1"
"217","AK","99714","02090001700","Census Tract 17"
"218","AK","99664","02122001300","Census Tract 13"
"219","AK","99556","02122000800","Census Tract 8"
"220","AK","99624","02150000100","Census Tract 1"
"221","AK","99606","02164000100","Census Tract 1"
"222","AK","99588","02170000200","Census Tract 2"
"223","AK","99683","02170000101","Census Tract 1.01"
"224","AK","99667","02170000101","Census Tract 1.01"
"225","AK","99671","02180000100","Census Tract 1"
"226","AK","99771","02180000100","Census Tract 1"
"227","AK","99791","02185000200","Census Tract 2"
"228","AK","99749","02188000100","Census Tract 1"
"229","AK","99727","02188000100","Census Tract 1"
"230","AK","99706","02240000400","Census Tract 4"
"231","AK","99677","02261000300","Census Tract 3"
"232","AK","99788","02290000100","Census Tract 1"
"233","AK","99748","02290000300","Census Tract 3"
"234","AK","99602","02290000400","Census Tract 4"
"235","AK","99746","02290000300","Census Tract 3"
"236","AK","99774","02290000200","Census Tract 2"
"237","AK","99733","02290000100","Census Tract 1"
"238","AK","99558","02290000400","Census Tract 4"
"239","CA","94601","06001407200","Census Tract 4072"
"240","CA","94501","06001427700","Census Tract 4277"
"241","CA","94560","06001444302","Census Tract 4443.02"
"242","CA","94587","06001440200","Census Tract 4402"
"243","CA","94580","06001435800","Census Tract 4358"
"244","CA","94514","06013304002","Census Tract 3040.02"
"245","CA","94703","06001423000","Census Tract 4230"
"246","CA","95601","06005000200","Census Tract 2"
"247","CA","95669","06005000200","Census Tract 2"
"248","CA","95901","06115041000","Census Tract 410"
"249","CA","95974","06007003600","Census Tract 36"
"250","CA","95914","06007003300","Census Tract 33"
"251","CA","95246","06009000300","Census Tract 3"
"252","CA","95979","06011000400","Census Tract 4"
"253","CA","94549","06013348000","Census Tract 3480"
"254","CA","94595","06013351103","Census Tract 3511.03"
"255","CA","94506","06013355113","Census Tract 3551.13"
"256","CA","94806","06013365003","Census Tract 3650.03"
"257","CA","94801","06013378000","Census Tract 3780"
"258","CA","94803","06013361000","Census Tract 3610"
"259","CA","94553","06013318000","Census Tract 3180"
"260","CA","94530","06013385100","Census Tract 3851"
"261","CA","94572","06013356001","Census Tract 3560.01"
"262","CA","95567","06015000202","Census Tract 2.02"
"263","CA","93608","06019008200","Census Tract 82"
"264","CA","93612","06019005608","Census Tract 56.08"
"265","CA","93630","06019003900","Census Tract 39"
"266","CA","93606","06019004100","Census Tract 41"
"267","CA","93646","06107000202","Census Tract 2.02"
"268","CA","93664","06019006402","Census Tract 64.02"
"269","CA","93703","06019003302","Census Tract 33.02"
"270","CA","93234","06019007801","Census Tract 78.01"
"271","CA","93616","06019006900","Census Tract 69"
"272","CA","95503","06023010600","Census Tract 106"
"273","CA","95554","06023011600","Census Tract 116"
"274","CA","95560","06023011500","Census Tract 115"
"275","CA","95524","06023000900","Census Tract 9"
"276","CA","92243","06025011100","Census Tract 111"
"277","CA","93526","06027000500","Census Tract 5"
"278","CA","93527","06107002700","Census Tract 27"
"279","CA","93305","06029001400","Census Tract 14"
"280","CA","93308","06029005201","Census Tract 52.01"
"281","CA","93311","06029003204","Census Tract 32.04"
"282","CA","93220","06029005204","Census Tract 52.04"
"283","CA","93518","06029006004","Census Tract 60.04"
"284","CA","93251","06029003304","Census Tract 33.04"
"285","CA","93226","06029005201","Census Tract 52.01"
"286","CA","93245","06031000402","Census Tract 4.02"
"287","CA","93266","06031001601","Census Tract 16.01"
"288","CA","93202","06031000500","Census Tract 5"
"289","CA","95485","06033000100","Census Tract 1"
"290","CA","96130","06035040305","Census Tract 403.05"
"291","CA","96109","06035040600","Census Tract 406"
"292","CA","96123","06035040100","Census Tract 401"
"293","CA","91504","06037310300","Census Tract 3103"
"294","CA","91606","06037123901","Census Tract 1239.01"
"295","CA","90640","06037530102","Census Tract 5301.02"
"296","CA","91770","06037482401","Census Tract 4824.01"
"297","CA","93535","06037900102","Census Tract 9001.02"
"298","CA","90290","06037800102","Census Tract 8001.02"
"299","CA","91792","06037408134","Census Tract 4081.34"
"300","CA","91789","06037403402","Census Tract 4034.02"
"301","CA","91791","06037406412","Census Tract 4064.12"
"302","CA","91723","06037406102","Census Tract 4061.02"
"303","CA","91773","06037401311","Census Tract 4013.11"
"304","CA","91702","06037930301","Census Tract 9303.01"
"305","CA","91741","06037400404","Census Tract 4004.04"
"306","CA","91765","06037403324","Census Tract 4033.24"
"307","CA","90303","06037600602","Census Tract 6006.02"
"308","CA","90033","06037203600","Census Tract 2036"
"309","CA","90032","06037201401","Census Tract 2014.01"
"310","CA","90249","06037603500","Census Tract 6035"
"311","CA","90822","06037574700","Census Tract 5747"
"312","CA","91355","06037920339","Census Tract 9203.39"
"313","CA","91350","06037920013","Census Tract 9200.13"
"314","CA","91387","06037910811","Census Tract 9108.11"
"315","CA","91001","06037460200","Census Tract 4602"
"316","CA","91604","06037143800","Census Tract 1438"
"317","CA","91402","06037120104","Census Tract 1201.04"
"318","CA","91030","06037480704","Census Tract 4807.04"
"319","CA","91108","06037464100","Census Tract 4641"
"320","CA","90062","06037232400","Census Tract 2324"
"321","CA","90293","06037980028","Census Tract 9800.28"
"322","CA","90292","06037702901","Census Tract 7029.01"
"323","CA","90003","06037239702","Census Tract 2397.02"
"324","CA","90056","06037703002","Census Tract 7030.02"
"325","CA","90732","06037296401","Census Tract 2964.01"
"326","CA","90716","06037555211","Census Tract 5552.11"
"327","CA","90805","06037570501","Census Tract 5705.01"
"328","CA","90402","06037701304","Census Tract 7013.04"
"329","CA","90010","06037211701","Census Tract 2117.01"
"330","CA","90073","06037701100","Census Tract 7011"
"331","CA","91040","06037103300","Census Tract 1033"
"332","CA","90403","06037701202","Census Tract 7012.02"
"333","CA","93550","06037910811","Census Tract 9108.11"
"334","CA","92397","06071009201","Census Tract 92.01"
"335","CA","91732","06037433304","Census Tract 4333.04"
"336","CA","91731","06037432801","Census Tract 4328.01"
"337","CA","94949","06041105000","Census Tract 1050"
"338","CA","94939","06041120000","Census Tract 1200"
"339","CA","95306","06043000102","Census Tract 1.02"
"340","CA","95428","06045010100","Census Tract 101"
"341","CA","95429","06045010100","Census Tract 101"
"342","CA","95425","06097154202","Census Tract 1542.02"
"343","CA","95449","06045011800","Census Tract 118"
"344","CA","95456","06045011001","Census Tract 110.01"
"345","CA","95432","06045011001","Census Tract 110.01"
"346","CA","95301","06047000505","Census Tract 5.05"
"347","CA","96134","06049000200","Census Tract 2"
"348","CA","96054","06049000200","Census Tract 2"
"349","CA","93517","06051000102","Census Tract 1.02"
"350","CA","89010","06051000101","Census Tract 1.01"
"351","CA","93907","06053010501","Census Tract 105.01"
"352","CA","93953","06053011900","Census Tract 119"
"353","CA","94567","06055201800","Census Tract 2018"
"354","CA","94599","06055201300","Census Tract 2013"
"355","CA","94576","06055201700","Census Tract 2017"
"356","CA","96161","06061022014","Census Tract 220.14"
"357","CA","95977","06115040901","Census Tract 409.01"
"358","CA","92840","06059088401","Census Tract 884.01"
"359","CA","92841","06059088105","Census Tract 881.05"
"360","CA","92647","06059099406","Census Tract 994.06"
"361","CA","92673","06059042112","Census Tract 421.12"
"362","CA","92865","06059076204","Census Tract 762.04"
"363","CA","92866","06059075902","Census Tract 759.02"
"364","CA","92624","06059042201","Census Tract 422.01"
"365","CA","90743","06059099506","Census Tract 995.06"
"366","CA","95714","06061022013","Census Tract 220.13"
"367","CA","95717","06061022013","Census Tract 220.13"
"368","CA","96140","06061020105","Census Tract 201.05"
"369","CA","95915","06063000400","Census Tract 4"
"370","CA","95984","06063000400","Census Tract 4"
"371","CA","96020","06063000501","Census Tract 5.01"
"372","CA","95947","06063000400","Census Tract 4"
"373","CA","96118","06091010000","Census Tract 100"
"374","CA","92234","06065044926","Census Tract 449.26"
"375","CA","92240","06065044507","Census Tract 445.07"
"376","CA","92544","06065043304","Census Tract 433.04"
"377","CA","92543","06065043317","Census Tract 433.17"
"378","CA","92264","06065044807","Census Tract 448.07"
"379","CA","92282","06065044521","Census Tract 445.21"
"380","CA","92239","06065046900","Census Tract 469"
"381","CA","92201","06065046900","Census Tract 469"
"382","CA","92373","06071008500","Census Tract 85"
"383","CA","92210","06065045125","Census Tract 451.25"
"384","CA","92324","06071007105","Census Tract 71.05"
"385","CA","92399","06071008703","Census Tract 87.03"
"386","CA","95843","06067007433","Census Tract 74.33"
"387","CA","95814","06067001101","Census Tract 11.01"
"388","CA","95864","06067005702","Census Tract 57.02"
"389","CA","95655","06067008801","Census Tract 88.01"
"390","CA","95824","06067004601","Census Tract 46.01"
"391","CA","95075","06069000802","Census Tract 8.02"
"392","CA","92394","06071009110","Census Tract 91.10"
"393","CA","92338","06071010300","Census Tract 103"
"394","CA","92410","06071005701","Census Tract 57.01"
"395","CA","92337","06071002601","Census Tract 26.01"
"396","CA","92313","06071007104","Census Tract 71.04"
"397","CA","92325","06071010804","Census Tract 108.04"
"398","CA","92014","06073008324","Census Tract 83.24"
"399","CA","92020","06073016202","Census Tract 162.02"
"400","CA","92111","06073008510","Census Tract 85.10"
"401","CA","92108","06073009304","Census Tract 93.04"
"402","CA","92037","06073008312","Census Tract 83.12"
"403","CA","92104","06073001500","Census Tract 15"
"404","CA","92154","06073010015","Census Tract 100.15"
"405","CA","92067","06073017106","Census Tract 171.06"
"406","CA","92075","06073017303","Census Tract 173.03"
"407","CA","92103","06073000300","Census Tract 3"
"408","CA","91935","06073021302","Census Tract 213.02"
"409","CA","91978","06073021303","Census Tract 213.03"
"410","CA","91906","06073021100","Census Tract 211"
"411","CA","91948","06073020902","Census Tract 209.02"
"412","CA","92069","06073020022","Census Tract 200.22"
"413","CA","92010","06073019806","Census Tract 198.06"
"414","CA","92058","06073018700","Census Tract 187"
"415","CA","94131","06075021600","Census Tract 216"
"416","CA","94124","06075023200","Census Tract 232"
"417","CA","94134","06075980501","Census Tract 9805.01"
"418","CA","94108","06075011902","Census Tract 119.02"
"419","CA","94130","06075017902","Census Tract 179.02"
"420","CA","95686","06077004001","Census Tract 40.01"
"421","CA","95242","06077004106","Census Tract 41.06"
"422","CA","95211","06077001200","Census Tract 12"
"423","CA","95240","06077004704","Census Tract 47.04"
"424","CA","95320","06077004902","Census Tract 49.02"
"425","CA","93405","06079013000","Census Tract 130"
"426","CA","93433","06079012102","Census Tract 121.02"
"427","CA","93430","06079013000","Census Tract 130"
"428","CA","94070","06081609601","Census Tract 6096.01"
"429","CA","94065","06081610304","Census Tract 6103.04"
"430","CA","94019","06081613700","Census Tract 6137"
"431","CA","93105","06083001906","Census Tract 19.06"
"432","CA","93109","06083001304","Census Tract 13.04"
"433","CA","95138","06085512001","Census Tract 5120.01"
"434","CA","95033","06085511800","Census Tract 5118"
"435","CA","95120","06085511909","Census Tract 5119.09"
"436","CA","95136","06085512019","Census Tract 5120.19"
"437","CA","95123","06085512045","Census Tract 5120.45"
"438","CA","94304","06085511707","Census Tract 5117.07"
"439","CA","95073","06087122001","Census Tract 1220.01"
"440","CA","95017","06087120200","Census Tract 1202"
"441","CA","96011","06089012601","Census Tract 126.01"
"442","CA","96019","06089011702","Census Tract 117.02"
"443","CA","96051","06089012500","Census Tract 125"
"444","CA","96069","06089012601","Census Tract 126.01"
"445","CA","96033","06089012400","Census Tract 124"
"446","CA","96025","06093001100","Census Tract 11"
"447","CA","96075","06103000100","Census Tract 1"
"448","CA","95936","06091010000","Census Tract 100"
"449","CA","96049","06093000500","Census Tract 5"
"450","CA","95687","06095252915","Census Tract 2529.15"
"451","CA","94590","06095251000","Census Tract 2510"
"452","CA","95441","06097154100","Census Tract 1541"
"453","CA","95448","06097154000","Census Tract 1540"
"454","CA","95465","06097154304","Census Tract 1543.04"
"455","CA","95405","06097151504","Census Tract 1515.04"
"456","CA","95407","06097153300","Census Tract 1533"
"457","CA","95476","06097150100","Census Tract 1501"
"458","CA","94951","06097151309","Census Tract 1513.09"
"459","CA","95497","06097154303","Census Tract 1543.03"
"460","CA","95350","06099000801","Census Tract 8.01"
"461","CA","95367","06099000303","Census Tract 3.03"
"462","CA","95313","06099003400","Census Tract 34"
"463","CA","95319","06099002002","Census Tract 20.02"
"464","CA","95957","06101050900","Census Tract 509"
"465","CA","96055","06103000100","Census Tract 1"
"466","CA","96074","06103000300","Census Tract 3"
"467","CA","95552","06105000400","Census Tract 4"
"468","CA","95527","06105000200","Census Tract 2"
"469","CA","96052","06105000102","Census Tract 1.02"
"470","CA","96010","06105000200","Census Tract 2"
"471","CA","95379","06109003200","Census Tract 32"
"472","CA","95383","06109002100","Census Tract 21"
"473","CA","93012","06111005600","Census Tract 56"
"474","CA","93066","06111005100","Census Tract 51"
"475","CA","93036","06111003012","Census Tract 30.12"
"476","CA","93004","06111001301","Census Tract 13.01"
"477","CA","93022","06111001001","Census Tract 10.01"
"478","CA","95616","06113010508","Census Tract 105.08"
"479","CA","95691","06113010102","Census Tract 101.02"
"480","CA","95637","06113011500","Census Tract 115"
"481","CA","95698","06113011400","Census Tract 114"
"482","CA","95935","06115041100","Census Tract 411"
"483","CA","94705","06001400100","Census Tract 4001"
"484","CA","94602","06001406700","Census Tract 4067"
"485","CA","95646","06003010000","Census Tract 100"
"486","CA","95689","06005000101","Census Tract 1.01"
"487","CA","95969","06007002200","Census Tract 22"
"488","CA","95916","06007002400","Census Tract 24"
"489","CA","95978","06007001704","Census Tract 17.04"
"490","CA","95948","06007003502","Census Tract 35.02"
"491","CA","95228","06009000120","Census Tract 1.20"
"492","CA","95248","06009000400","Census Tract 4"
"493","CA","95233","06009000501","Census Tract 5.01"
"494","CA","95252","06009000220","Census Tract 2.20"
"495","CA","95245","06009000300","Census Tract 3"
"496","CA","95232","06009000400","Census Tract 4"
"497","CA","95932","06011000500","Census Tract 5"
"498","CA","95645","06101050900","Census Tract 509"
"499","CA","94596","06013343001","Census Tract 3430.01"
"500","CA","94583","06013345115","Census Tract 3451.15"
"501","CA","94804","06013380000","Census Tract 3800"
"502","CA","94569","06013318000","Census Tract 3180"
"503","CA","95635","06017030602","Census Tract 306.02"
"504","CA","96142","06017032000","Census Tract 320"
"505","CA","93660","06019008200","Census Tract 82"
"506","CA","93611","06019005702","Census Tract 57.02"
"507","CA","93706","06019007600","Census Tract 76"
"508","CA","93618","06107000502","Census Tract 5.02"
"509","CA","93622","06019008402","Census Tract 84.02"
"510","CA","93728","06019002100","Census Tract 21"
"511","CA","93701","06019000600","Census Tract 6"
"512","CA","93620","06047002401","Census Tract 24.01"
"513","CA","93656","06019007700","Census Tract 77"
"514","CA","93242","06019007400","Census Tract 74"
"515","CA","95943","06021010502","Census Tract 105.02"
"516","CA","95546","06023940000","Census Tract 9400"
"517","CA","95547","06023010902","Census Tract 109.02"
"518","CA","95525","06023010300","Census Tract 103"
"519","CA","95570","06023010200","Census Tract 102"
"520","CA","92266","06025012400","Census Tract 124"
"521","CA","93513","06027000500","Census Tract 5"
"522","CA","92328","06027000800","Census Tract 8"
"523","CA","93307","06029006201","Census Tract 62.01"
"524","CA","93528","06029006500","Census Tract 65"
"525","CA","93516","06071011600","Census Tract 116"
"526","CA","93561","06029006007","Census Tract 60.07"
"527","CA","93224","06029003304","Census Tract 33.04"
"528","CA","93461","06079010300","Census Tract 103"
"529","CA","93276","06029003304","Census Tract 33.04"
"530","CA","93201","06107004300","Census Tract 43"
"531","CA","95467","06033001300","Census Tract 13"
"532","CA","95461","06033001300","Census Tract 13"
"533","CA","95453","06033000300","Census Tract 3"
"534","CA","96119","06035040100","Census Tract 401"
"535","CA","96113","06035040600","Census Tract 406"
"536","CA","96056","06035040100","Census Tract 401"
"537","CA","91306","06037134104","Census Tract 1341.04"
"538","CA","91755","06037482600","Census Tract 4826"
"539","CA","90701","06037554802","Census Tract 5548.02"
"540","CA","90241","06037550901","Census Tract 5509.01"
"541","CA","90250","06037602403","Census Tract 6024.03"
"542","CA","90210","06037261101","Census Tract 2611.01"
"543","CA","90004","06037211500","Census Tract 2115"
"544","CA","90013","06037206200","Census Tract 2062"
"545","CA","90069","06037194300","Census Tract 1943"
"546","CA","91384","06037920104","Census Tract 9201.04"
"547","CA","90704","06037599100","Census Tract 5991"
"548","CA","90059","06037540700","Census Tract 5407"
"549","CA","91601","06037125310","Census Tract 1253.10"
"550","CA","91352","06037102107","Census Tract 1021.07"
"551","CA","91311","06037920303","Census Tract 9203.03"
"552","CA","90068","06037189701","Census Tract 1897.01"
"553","CA","90744","06037294701","Census Tract 2947.01"
"554","CA","90023","06037204920","Census Tract 2049.20"
"555","CA","90016","06037219800","Census Tract 2198"
"556","CA","90713","06037570901","Census Tract 5709.01"
"557","CA","90058","06037532400","Census Tract 5324"
"558","CA","91006","06037430801","Census Tract 4308.01"
"559","CA","90638","06037503802","Census Tract 5038.02"
"560","CA","90606","06037502200","Census Tract 5022"
"561","CA","91016","06037430302","Census Tract 4303.02"
"562","CA","91008","06037430200","Census Tract 4302"
"563","CA","91759","06037930301","Census Tract 9303.01"
"564","CA","90602","06037501600","Census Tract 5016"
"565","CA","91371","06037134905","Census Tract 1349.05"
"566","CA","93644","06039000103","Census Tract 1.03"
"567","CA","93614","06039000106","Census Tract 1.06"
"568","CA","94970","06041132100","Census Tract 1321"
"569","CA","94933","06041113000","Census Tract 1130"
"570","CA","95470","06045010801","Census Tract 108.01"
"571","CA","95427","06045011200","Census Tract 112"
"572","CA","95460","06045011002","Census Tract 110.02"
"573","CA","95417","06045010200","Census Tract 102"
"574","CA","95463","06045011200","Census Tract 112"
"575","CA","96108","06049000300","Census Tract 3"
"576","CA","93512","06051000101","Census Tract 1.01"
"577","CA","93923","06053011604","Census Tract 116.04"
"578","CA","93901","06053014500","Census Tract 145"
"579","CA","93943","06053013000","Census Tract 130"
"580","CA","94503","06055201005","Census Tract 2010.05"
"581","CA","94574","06055201700","Census Tract 2017"
"582","CA","94508","06055201700","Census Tract 2017"
